id,latitude,longitude,accommodates,bathrooms,price,minimum_nights,maximum_nights,availability_30,number_of_reviews,number_of_reviews_ltm,restaurants,bars,cafes,universities,cta,time_to_cta_minutes
42071772,41.88134,-87.6809,5,2.0,219.0,2,4,15,0,0,9.0,6.0,6.0,0.0,2.0,15.96
42072174,42.02087,-87.67286,1,1.0,60.0,5,160,22,1,1,9.0,4.0,2.0,0.0,3.0,3.52
42073329,41.85531,-87.62517,5,1.0,500.0,1,30,0,4,4,37.0,16.0,12.0,0.0,2.0,5.75
42073615,42.02251,-87.67412,1,1.0,50.0,5,200,29,1,1,8.0,4.0,2.0,0.0,3.0,6.67
42074923,41.85421,-87.72119,4,1.0,200.0,2,7,29,1,1,1.0,0.0,1.0,0.0,3.0,5.66
42074995,41.8541,-87.62382,5,1.0,500.0,1,30,0,2,2,35.0,15.0,12.0,0.0,2.0,4.85
42075354,41.85425,-87.62462,5,1.0,500.0,1,30,0,6,6,36.0,15.0,12.0,0.0,2.0,3.74
42075522,41.85426,-87.62343,5,1.0,500.0,1,30,0,13,13,35.0,15.0,12.0,0.0,2.0,4.93
42076047,41.8012,-87.6029,2,1.0,89.0,1,1125,9,10,10,13.0,3.0,5.0,1.0,0.0,20.02
42076541,41.85466,-87.62572,4,1.0,500.0,1,30,0,0,0,36.0,16.0,12.0,0.0,2.0,3.37
42077271,41.87748,-87.70313,2,2.0,39.0,3,1125,30,1,1,3.0,1.0,1.0,0.0,3.0,9.12
42077586,41.87739000000001,-87.70215,2,2.0,35.0,3,1125,30,2,2,3.0,1.0,1.0,0.0,3.0,10.07
42077696,41.87839,-87.70303,2,2.0,39.0,3,1125,22,2,2,3.0,1.0,1.0,0.0,3.0,10.67
42088534,41.79528,-87.5986,8,3.5,185.0,6,1125,0,0,0,33.0,6.0,13.0,3.0,0.0,26.93
42093111,41.89975,-87.62210999999998,4,2.0,150.0,31,1125,30,1,1,184.0,54.0,84.0,3.0,3.0,10.09
42095218,41.8457,-87.61936,4,1.0,120.0,1,1125,0,0,0,3.0,8.0,3.0,0.0,2.0,18.02
42095510,41.8951,-87.66634,10,2.5,196.0,1,365,6,4,4,88.0,32.0,25.0,0.0,2.0,13.65
42097144,41.80464,-87.61569,3,1.0,50.0,2,1125,21,8,8,3.0,1.0,2.0,0.0,2.0,6.06
42099197,41.74448,-87.59694,6,1.0,95.0,1,1125,26,10,10,3.0,0.0,1.0,0.0,0.0,35.37
42100457,41.94888,-87.76464,15,3.5,350.0,1,1125,27,0,0,2.0,4.0,2.0,0.0,0.0,37.95
42101859,41.75398,-87.55849,6,1.0,250.0,1,1125,0,4,4,3.0,0.0,0.0,0.0,,
42104804,41.8717,-87.6241,2,1.0,120.0,1,1125,30,2,2,69.0,20.0,38.0,3.0,8.0,7.14
42113240,41.88645,-87.61903000000002,4,1.0,112.0,32,1125,30,1,1,220.0,65.0,92.0,3.0,9.0,11.41
42114303,41.87187,-87.62458000000002,2,1.0,150.0,1,1125,30,2,2,72.0,20.0,39.0,3.0,9.0,6.41
42114853,41.87116,-87.693,1,1.0,50.0,31,90,30,0,0,4.0,2.0,1.0,0.0,1.0,14.43
42115574,41.88608,-87.63422,2,1.0,113.0,30,1125,19,0,0,349.0,104.0,126.0,3.0,13.0,2.75
42117939,41.88675,-87.62527,8,2.0,299.0,2,1125,0,0,0,326.0,97.0,126.0,4.0,12.0,3.9
42118610,41.95262,-87.83521,4,1.0,90.0,1,6,30,1,1,1.0,1.0,0.0,0.0,,
42118778,41.8943,-87.6278,6,2.0,149.0,4,28,29,2,2,322.0,102.0,113.0,5.0,6.0,3.63
42118788,41.89566,-87.62861,4,1.0,149.0,4,28,29,1,1,295.0,101.0,111.0,4.0,4.0,1.83
42119261,41.92758,-87.64461,4,1.0,100.0,2,1125,7,1,1,99.0,44.0,32.0,2.0,3.0,14.89
42122222,41.87721,-87.70238,2,2.0,45.0,3,1125,30,1,1,3.0,1.0,1.0,0.0,3.0,9.68
42122291,41.87882000000001,-87.70379,2,2.0,42.0,3,1125,30,0,0,3.0,1.0,1.0,0.0,3.0,9.96
42122343,41.8777,-87.70425,2,2.0,39.0,3,1125,30,0,0,3.0,1.0,1.0,0.0,3.0,8.63
42123838,41.85511,-87.62525,10,2.0,645.0,2,365,2,6,6,37.0,16.0,12.0,0.0,2.0,3.96
42126062,41.82503,-87.66904,4,1.0,40.0,1,1125,30,2,2,4.0,1.0,1.0,0.0,1.0,17.41
42131313,41.92362,-87.69006999999998,2,1.0,52.0,1,14,18,2,2,74.0,33.0,18.0,0.0,2.0,11.94
42133038,41.93755,-87.78188,8,2.0,102.0,2,7,30,4,4,1.0,1.0,3.0,0.0,,
42135132,41.85465,-87.62176,13,2.0,444.0,2,1125,24,0,0,28.0,16.0,10.0,0.0,2.0,7.29
42135779,41.88428,-87.62488,2,1.0,100.0,2,1125,25,1,1,288.0,84.0,105.0,5.0,15.0,3.54
42135804,41.85465,-87.62538,16,7.0,555.0,2,1125,30,0,0,36.0,16.0,12.0,0.0,2.0,3.35
42136381,41.7589,-87.60365999999998,1,1.0,75.0,2,14,23,0,0,1.0,3.0,0.0,0.0,0.0,30.98
42137101,41.75938,-87.60396,4,1.0,200.0,7,30,0,0,0,1.0,3.0,0.0,0.0,0.0,30.09
42142600,41.93789,-87.70111999999997,6,1.0,58.0,1,1125,0,8,8,46.0,20.0,7.0,1.0,2.0,14.87
42144424,41.9654,-87.66476999999998,2,1.0,80.0,1,14,0,5,5,56.0,20.0,16.0,0.0,4.0,10.47
42144638,41.89223,-87.70871,2,1.0,49.0,1,1125,0,3,3,6.0,6.0,5.0,0.0,3.0,16.14
42144809,41.86011,-87.62306,4,2.0,110.0,2,3,13,0,0,41.0,19.0,17.0,0.0,3.0,13.05
42153615,41.87828,-87.67968,4,1.0,59.0,2,10,27,4,4,7.0,5.0,5.0,0.0,3.0,9.86
42156256,41.91391,-87.7356,2,1.0,75.0,2,1125,0,1,1,1.0,2.0,0.0,0.0,0.0,48.48
42156774,41.92873,-87.70245,4,1.0,65.0,4,1125,1,2,2,79.0,39.0,18.0,0.0,2.0,7.43
42160636,41.92082,-87.71722,3,1.0,40.0,5,1125,0,1,1,38.0,16.0,7.0,0.0,1.0,21.74
42164336,41.90908,-87.67652,9,1.5,122.0,1,26,12,6,6,138.0,39.0,35.0,0.0,3.0,1.03
42172395,41.91187,-87.67583,6,1.0,92.0,3,1125,0,0,0,132.0,39.0,36.0,0.0,3.0,4.46
42172548,41.87124,-87.68366999999998,6,1.0,500.0,3,1125,30,0,0,5.0,2.0,2.0,1.0,2.0,11.46
42173686,41.93415,-87.696,3,1.0,70.0,1,1125,25,1,1,59.0,28.0,11.0,1.0,0.0,19.32
42174639,41.8742,-87.62907,4,1.0,130.0,2,1125,15,0,0,110.0,33.0,63.0,3.0,12.0,2.18
42175143,41.7709,-87.56999,12,3.0,350.0,3,1125,30,0,0,9.0,2.0,2.0,0.0,,
42176076,41.79563,-87.60158,2,1.0,55.0,1,7,29,7,7,21.0,4.0,11.0,3.0,0.0,24.71
42176335,41.8997,-87.6665,6,1.0,125.0,3,1125,0,0,0,106.0,29.0,28.0,0.0,2.0,6.94
42176601,41.89814000000001,-87.667,6,1.0,125.0,3,1125,0,0,0,97.0,31.0,26.0,0.0,2.0,9.39
42180369,41.86355,-87.70379,12,2.0,86.0,1,1125,22,23,23,0.0,1.0,1.0,0.0,0.0,19.01
42181134,41.93283,-87.6619,4,1.5,300.0,1,1125,29,11,11,65.0,44.0,23.0,1.0,4.0,10.55
42181422,41.93812,-87.65353,4,2.0,70.0,1,1125,6,0,0,137.0,86.0,34.0,0.0,4.0,2.39
42183685,41.91792,-87.80608000000002,5,1.0,99.0,2,28,4,2,2,11.0,3.0,1.0,0.0,,
42195424,41.88564,-87.62550999999998,2,1.0,113.0,30,1125,11,0,0,320.0,101.0,124.0,3.0,14.0,2.43
42197468,41.81224,-87.61435,5,1.0,150.0,2,1125,27,0,0,1.0,2.0,4.0,0.0,2.0,9.34
42199752,41.93728,-87.7118,4,2.0,100.0,2,1125,0,1,1,42.0,24.0,6.0,0.0,2.0,3.26
42201783,41.90361,-87.63528000000002,6,2.5,289.0,2,28,0,0,0,133.0,39.0,40.0,2.0,3.0,3.95
42206338,41.84797,-87.7278,3,1.0,57.0,30,1125,1,0,0,2.0,2.0,1.0,0.0,2.0,13.46
42206346,41.84799,-87.72638,3,1.0,57.0,30,1125,29,1,1,2.0,3.0,1.0,0.0,3.0,12.04
42206583,41.95157,-87.7483,2,1.0,70.0,1,1125,29,0,0,15.0,7.0,3.0,0.0,0.0,21.2
42213121,41.90168,-87.62546999999998,4,1.0,86.0,1,1125,14,10,10,173.0,54.0,70.0,3.0,2.0,8.31
42217954,41.93965,-87.65284,2,2.0,50.0,1,1125,10,5,5,139.0,84.0,37.0,0.0,5.0,2.47
42223307,41.90052,-87.66207,5,1.0,179.0,2,21,25,2,2,69.0,22.0,21.0,0.0,2.0,7.12
42226382,41.95514,-87.64978,2,1.0,60.0,1,3,27,0,0,23.0,25.0,10.0,0.0,2.0,8.99
42226470,41.89664000000001,-87.64047,4,1.0,165.0,30,365,29,0,0,176.0,70.0,39.0,1.0,4.0,5.64
42227997,41.85919000000001,-87.6586,4,1.0,64.0,1,1125,0,3,3,30.0,9.0,13.0,0.0,1.0,13.67
42230417,41.94078,-87.65368000000002,10,2.0,140.0,2,1125,30,4,4,138.0,87.0,37.0,0.0,5.0,1.19
42233145,41.90878,-87.66846,12,2.0,199.0,28,365,30,4,4,118.0,33.0,31.0,0.0,2.0,8.98
42233623,41.89184,-87.62122,4,2.0,250.0,2,1125,12,1,1,266.0,83.0,105.0,5.0,7.0,7.35
42234135,41.83133,-87.6184,3,1.0,150.0,3,5,0,0,0,4.0,1.0,3.0,1.0,1.0,15.56
42234877,41.87725,-87.70283,4,2.0,49.0,3,1125,30,1,1,3.0,1.0,1.0,0.0,3.0,9.41
42243729,41.86882,-87.7738,14,2.0,405.0,2,30,30,0,0,3.0,1.0,3.0,0.0,1.0,5.62
42251978,41.87513,-87.697,4,1.0,75.0,1,5,9,2,2,2.0,1.0,1.0,0.0,2.0,16.6
42252434,41.84439,-87.62668000000002,6,2.0,126.0,1,365,29,1,1,24.0,8.0,6.0,1.0,1.0,14.51
42253324,41.86625,-87.62325,6,2.0,300.0,2,1125,0,0,0,34.0,17.0,17.0,0.0,2.0,5.42
42270990,41.92745,-87.71032,6,2.0,73.0,5,1125,30,0,0,72.0,34.0,16.0,0.0,1.0,5.36
42272194,41.98399000000001,-87.6561,1,1.0,49.0,29,45,6,1,1,18.0,6.0,11.0,0.0,3.0,3.91
42272299,41.90559,-87.66729000000002,8,1.0,110.0,1,364,0,2,2,106.0,32.0,31.0,0.0,2.0,2.71
42274227,41.90406,-87.66749,8,1.0,110.0,1,364,28,3,3,134.0,37.0,36.0,0.0,2.0,0.67
42274415,41.90367,-87.66851,8,1.0,110.0,1,364,1,0,0,138.0,40.0,35.0,0.0,2.0,1.9
42276669,41.92297,-87.69776,5,2.0,300.0,1,27,30,0,0,98.0,37.0,22.0,0.0,3.0,1.6
42279886,41.90885,-87.63343,5,1.0,139.0,1,1125,29,0,0,71.0,33.0,20.0,0.0,2.0,8.82
42281026,41.88334,-87.67814,2,1.5,150.0,1,1125,25,6,6,16.0,9.0,4.0,0.0,3.0,16.81
42289749,41.90306,-87.63508,5,1.0,145.0,5,1125,30,1,1,148.0,45.0,44.0,2.0,3.0,5.05
42292083,41.91499,-87.67913,4,1.0,87.0,1,30,29,4,4,101.0,34.0,25.0,0.0,2.0,9.18
42297974,41.88138,-87.68345,2,1.0,41.0,1,1125,30,0,0,9.0,4.0,5.0,0.0,2.0,13.39
42298813,41.88088,-87.68185,2,1.0,41.0,1,1125,30,1,1,8.0,6.0,6.0,0.0,2.0,14.8
42309994,41.81979000000001,-87.61868,8,2.0,300.0,2,7,28,1,1,1.0,0.0,2.0,0.0,2.0,5.14
42310568,41.91941,-87.71918000000002,1,1.0,25.0,5,1125,0,1,1,31.0,13.0,4.0,0.0,0.0,25.09
42315805,41.74498,-87.54593,2,1.0,26.0,5,10,0,0,0,4.0,0.0,0.0,0.0,,
42322642,41.784,-87.60963000000002,2,1.0,45.0,1,1125,30,5,5,5.0,0.0,7.0,3.0,2.0,8.5
42323017,41.85314,-87.6223,4,1.0,400.0,2,1125,0,0,0,30.0,14.0,10.0,0.0,2.0,5.11
42324385,41.78436,-87.6052,2,1.0,45.0,1,1125,30,6,6,8.0,1.0,10.0,4.0,2.0,6.0
42324891,41.83615,-87.6322,1,0.0,30.0,1,1125,30,2,2,8.0,4.0,7.0,1.0,2.0,7.57
42325084,41.78536,-87.60547,4,1.0,45.0,1,1125,30,2,2,7.0,1.0,10.0,4.0,2.0,10.37
42325104,41.83624,-87.63409,1,1.0,50.0,1,1125,0,0,0,10.0,4.0,8.0,1.0,2.0,8.33
42325487,41.95861,-87.65755,4,2.0,125.0,2,1125,0,0,0,21.0,19.0,12.0,0.0,2.0,15.75
42325585,41.78466,-87.60417,2,1.0,45.0,1,1125,30,1,1,8.0,1.0,10.0,4.0,2.0,7.75
42330321,41.8013,-87.71011,8,1.0,120.0,1,1125,0,6,6,2.0,2.0,0.0,0.0,1.0,12.84
42333830,41.80663,-87.72718,2,1.0,40.0,1,20,0,0,0,6.0,4.0,1.0,0.0,1.0,12.27
42335906,42.01855,-87.66535999999998,6,2.0,199.0,1,60,21,1,1,14.0,3.0,2.0,0.0,2.0,7.72
42338692,41.89792,-87.65638,4,1.0,150.0,1,1125,29,0,0,49.0,19.0,13.0,0.0,3.0,5.15
42338740,41.74738,-87.6991,14,3.0,500.0,1,900,20,2,2,0.0,1.0,0.0,0.0,,
42339220,41.90819000000001,-87.6757,2,1.5,50.0,1,26,0,3,3,131.0,37.0,35.0,0.0,3.0,3.11
42341070,41.87514,-87.68871,2,1.0,55.0,1,1,30,1,1,6.0,1.0,2.0,0.0,1.0,4.99
42343586,41.89041,-87.63435,6,2.0,418.0,2,399,19,1,1,352.0,104.0,112.0,4.0,10.0,2.41
42348297,41.8359,-87.65239,4,1.0,76.0,31,370,22,1,1,9.0,7.0,5.0,0.0,0.0,20.54
42351786,41.83538,-87.65223,6,1.0,78.0,31,370,0,1,1,8.0,7.0,5.0,0.0,0.0,20.88
42352676,41.97977,-87.70985999999998,4,1.0,90.0,1,1125,23,1,1,5.0,1.0,5.0,1.0,0.0,19.15
42353268,41.93879,-87.65748,6,1.5,175.0,3,1125,30,1,1,108.0,75.0,31.0,0.0,5.0,5.63
42354616,41.88502,-87.63403000000002,4,1.0,100.0,31,1125,23,0,0,335.0,102.0,119.0,5.0,15.0,2.71
42354753,41.88529000000001,-87.63444,4,1.0,100.0,31,1125,30,0,0,338.0,104.0,120.0,3.0,15.0,3.12
42358168,41.85927,-87.65833,4,1.0,68.0,1,1125,0,4,4,30.0,10.0,14.0,0.0,1.0,13.57
42361025,41.87871,-87.74984,8,1.0,89.0,1,90,27,6,6,2.0,0.0,0.0,0.0,2.0,11.13
42362356,41.89614,-87.68488,2,1.0,57.0,31,1125,30,0,0,68.0,27.0,17.0,0.0,0.0,25.68
42362805,41.68821,-87.60503,1,1.0,15.0,5,1125,30,0,0,1.0,0.0,2.0,0.0,,
42363123,41.89656,-87.68561,2,1.0,44.0,32,90,22,1,1,63.0,28.0,18.0,0.0,0.0,25.8
42364086,41.69004,-87.60449,1,1.0,15.0,5,1125,30,0,0,1.0,0.0,2.0,0.0,,
42364678,41.92939000000001,-87.70125,2,2.0,40.0,1,1125,29,0,0,75.0,38.0,18.0,0.0,2.0,8.91
42366362,41.74289,-87.54596,2,1.0,26.0,60,1125,0,0,0,6.0,0.0,1.0,0.0,,
42382376,41.76015,-87.565,4,1.0,95.0,1,27,28,2,2,9.0,2.0,2.0,0.0,,
42391812,41.9023,-87.62785,2,1.0,109.0,1,1125,23,3,3,163.0,52.0,65.0,3.0,3.0,5.35
42395555,41.88726,-87.62384,2,1.0,80.0,30,1125,30,0,0,329.0,97.0,117.0,3.0,12.0,5.88
42395595,41.88516,-87.62399,2,1.0,72.0,30,1125,30,0,0,299.0,95.0,112.0,4.0,14.0,7.58
42401598,41.88667,-87.63365999999998,2,1.0,69.0,30,1125,28,0,0,364.0,103.0,126.0,3.0,13.0,3.51
42401687,41.88406,-87.652,2,1.0,122.0,30,1125,10,0,0,185.0,41.0,37.0,0.0,5.0,4.99
42401729,41.88399999999999,-87.65181,4,2.0,139.0,30,1125,30,0,0,185.0,41.0,37.0,0.0,5.0,4.91
42401841,41.88537,-87.63479,2,1.0,129.0,30,1125,0,0,0,339.0,106.0,119.0,3.0,15.0,3.47
42402818,41.91505,-87.69988000000002,4,1.0,93.0,3,28,28,2,2,47.0,11.0,9.0,0.0,1.0,12.09
42403118,41.90434000000001,-87.62718000000002,2,1.0,78.0,30,1125,1,0,0,116.0,40.0,45.0,2.0,3.0,5.31
42403867,41.91941,-87.65281999999998,3,1.0,300.0,1,1125,30,1,1,90.0,34.0,23.0,2.0,3.0,3.16
42404130,41.95669,-87.71011999999997,3,1.5,50.0,2,1125,18,1,1,16.0,16.0,4.0,0.0,1.0,24.11
42407299,41.968,-87.68481,4,1.0,129.0,2,1125,28,0,0,55.0,19.0,22.0,0.0,4.0,6.81
42407370,41.96531,-87.65131,8,2.0,149.0,2,1125,29,0,0,38.0,12.0,12.0,0.0,3.0,9.71
42409017,41.9015,-87.67005999999998,2,1.5,275.0,4,4,4,0,0,125.0,42.0,34.0,0.0,2.0,5.14
42409263,41.96644000000001,-87.76359000000002,1,1.0,38.0,1,1125,30,0,0,12.0,9.0,3.0,0.0,1.0,7.99
42409314,41.99372,-87.70213000000003,8,2.5,218.0,1,1125,30,0,0,15.0,4.0,3.0,0.0,,
42411368,41.95333,-87.71495999999998,2,1.0,33.0,1,5,1,0,0,17.0,15.0,3.0,0.0,1.0,13.44
42411587,41.95583,-87.75958,1,1.0,33.0,60,1125,22,0,0,11.0,8.0,4.0,0.0,,
42411670,41.99852,-87.6673,4,1.0,95.0,2,1125,8,0,0,28.0,13.0,18.0,0.0,3.0,9.76
42413235,41.89809,-87.70565,6,2.0,150.0,7,30,0,0,0,9.0,6.0,6.0,0.0,0.0,26.11
42413273,41.90849,-87.67699,2,1.5,50.0,1,26,23,1,1,132.0,37.0,35.0,0.0,3.0,1.94
42413531,42.01948,-87.66733,2,1.0,34.0,1,3,0,0,0,9.0,2.0,2.0,0.0,3.0,5.8
42414675,41.90878,-87.67603000000003,6,1.0,179.0,3,21,11,2,2,136.0,37.0,36.0,0.0,3.0,1.66
42414939,41.97237,-87.68589,7,1.0,125.0,1,300,22,3,3,36.0,15.0,20.0,0.0,3.0,11.34
42416499,41.85464,-87.62422,4,1.0,450.0,2,1125,30,0,0,36.0,16.0,12.0,0.0,2.0,5.0
42426693,41.88498,-87.62513,2,1.0,132.0,30,1125,0,0,0,301.0,95.0,114.0,5.0,14.0,3.23
42426790,41.88606,-87.62472,2,1.0,153.0,30,1125,0,0,0,315.0,97.0,122.0,3.0,12.0,4.93
42427579,41.88705,-87.63448000000002,2,1.0,122.0,30,1125,19,0,0,365.0,104.0,122.0,2.0,14.0,3.98
42427889,41.88642,-87.63399,2,1.0,105.0,30,1125,13,0,0,356.0,105.0,125.0,3.0,13.0,2.68
42427971,41.88702,-87.63466,2,1.0,110.0,30,1125,17,0,0,361.0,104.0,120.0,2.0,14.0,4.16
42427991,41.99488,-87.70264,2,1.0,31.0,1,1125,0,0,0,14.0,4.0,2.0,0.0,,
42428071,41.89622,-87.62571,2,1.0,126.0,30,1125,22,0,0,291.0,100.0,108.0,4.0,4.0,3.25
42430659,42.00545,-87.68863,5,1.0,90.0,2,2,26,1,1,21.0,4.0,0.0,0.0,0.0,27.56
42433318,41.90937,-87.68876,2,1.0,50.0,1,1,5,0,0,90.0,21.0,21.0,0.0,2.0,12.92
42435884,41.86904000000001,-87.7725,10,1.0,235.0,2,30,30,0,0,3.0,1.0,3.0,0.0,1.0,6.42
42435970,41.88828,-87.62182,3,1.0,185.0,3,200,30,0,0,292.0,86.0,105.0,4.0,10.0,9.21
42436234,41.88877,-87.6219,3,1.0,185.0,3,200,30,0,0,289.0,86.0,105.0,5.0,9.0,10.35
42436654,41.88831,-87.62089,3,1.0,185.0,3,200,30,0,0,276.0,79.0,101.0,4.0,9.0,10.03
42437789,41.96618,-87.7618,1,1.0,36.0,1,1125,30,0,0,10.0,9.0,4.0,0.0,1.0,9.48
42437999,41.92397,-87.68536,6,1.0,122.0,1,30,29,0,0,56.0,27.0,15.0,0.0,2.0,13.96
42450317,41.97393,-87.7781,4,1.0,35.0,1,25,19,4,4,13.0,7.0,1.0,0.0,0.0,20.7
42452457,41.85269,-87.6779,2,1.0,47.0,7,1125,30,3,3,14.0,3.0,5.0,0.0,3.0,4.43
42454801,41.8219,-87.61405,8,3.0,250.0,2,1125,28,0,0,1.0,1.0,2.0,0.0,2.0,12.24
42455031,41.82191,-87.61440999999998,16,6.5,400.0,2,1125,13,0,0,1.0,1.0,2.0,0.0,2.0,11.88
42455933,41.94946,-87.74379,4,1.0,120.0,2,30,26,0,0,16.0,5.0,7.0,0.0,0.0,21.43
42459765,41.83515,-87.66758,6,3.0,89.0,2,1125,30,1,1,4.0,3.0,3.0,0.0,1.0,7.07
42463118,41.89133,-87.61876,2,1.0,155.0,30,1125,0,0,0,216.0,65.0,103.0,4.0,7.0,13.14
42463507,41.90931,-87.6417,12,2.5,350.0,1,1125,30,1,1,85.0,33.0,19.0,0.0,4.0,4.46
42471401,41.74454,-87.54496,2,1.0,27.0,5,10,3,0,0,4.0,0.0,0.0,0.0,,
42475571,41.91897,-87.71709,1,1.0,25.0,4,1125,3,3,3,36.0,17.0,6.0,0.0,,
42484945,41.92456,-87.68679,15,3.5,450.0,2,1125,2,0,0,66.0,26.0,16.0,0.0,2.0,14.37
42491768,41.91906,-87.67539000000002,2,1.0,175.0,1,1125,30,0,0,78.0,30.0,20.0,0.0,1.0,17.28
42495421,41.91097,-87.68432,2,1.0,50.0,1,1125,0,0,0,116.0,32.0,25.0,0.0,2.0,9.45
42498830,41.89515,-87.63475,4,1.0,118.0,5,1125,20,0,0,290.0,91.0,82.0,3.0,4.0,2.29
42500673,41.87703,-87.63776999999997,2,1.0,10.0,1,31,12,4,4,200.0,46.0,76.0,3.0,16.0,4.87
42501123,41.87724,-87.63969,2,1.0,10.0,1,31,12,5,5,190.0,44.0,68.0,1.0,14.0,3.35
42501325,41.8774,-87.63905,2,1.0,10.0,1,31,8,5,5,198.0,47.0,67.0,2.0,14.0,7.0
42507104,41.92438,-87.66409,3,1.0,89.0,2,1125,1,1,1,46.0,28.0,19.0,1.0,3.0,14.65
42507247,41.87926,-87.68178,2,1.0,47.0,1,1125,30,1,1,9.0,5.0,5.0,0.0,2.0,12.65
42511310,41.94015,-87.68523,7,2.0,25.0,1,1125,22,2,2,22.0,14.0,6.0,1.0,1.0,19.66
42511316,41.94088,-87.68655,7,2.0,27.0,1,1125,22,1,1,28.0,16.0,6.0,1.0,1.0,19.73
42513801,41.8119,-87.62411,16,3.5,400.0,2,1125,8,0,0,1.0,1.0,4.0,0.0,2.0,9.35
42514649,41.92905,-87.64327,4,1.0,361.0,2,300,29,3,3,97.0,45.0,32.0,2.0,3.0,14.63
42515114,41.83252,-87.62083,12,3.5,350.0,2,1125,14,0,0,4.0,1.0,4.0,1.0,2.0,11.25
42519980,41.78868,-87.62048,2,1.0,50.0,2,1125,30,1,1,1.0,1.0,3.0,0.0,3.0,11.63
42520100,41.78755,-87.61816999999998,7,2.0,200.0,3,1125,22,1,1,1.0,1.0,3.0,0.0,2.0,12.18
42528496,41.88807,-87.61952,4,1.0,139.0,32,1125,30,1,1,249.0,74.0,98.0,2.0,9.0,11.41
42533691,41.85462,-87.69306999999998,2,1.0,32.0,2,5,28,3,3,12.0,2.0,1.0,0.0,2.0,4.57
42536115,41.92043,-87.72065,1,1.0,27.0,1,1125,29,0,0,24.0,9.0,5.0,0.0,0.0,25.0
42536564,41.86241,-87.62515,6,2.0,123.0,2,1125,13,0,0,35.0,15.0,15.0,0.0,2.0,8.31
42536970,41.89237,-87.6182,6,3.0,375.0,2,1125,23,0,0,204.0,64.0,95.0,4.0,4.0,11.89
42537331,41.92741,-87.72567,2,1.0,50.0,1,65,22,1,1,20.0,7.0,3.0,0.0,0.0,21.76
42538061,41.89312,-87.64088000000002,2,1.5,600.0,2,180,30,0,0,258.0,80.0,51.0,1.0,6.0,9.56
42540437,41.90501,-87.68876999999998,2,1.0,49.0,1,30,30,0,0,72.0,22.0,21.0,0.0,1.0,17.71
42556357,41.96463,-87.65082,3,1.0,89.0,1,29,0,2,2,35.0,11.0,10.0,0.0,3.0,8.99
42557661,41.88698,-87.63391,4,2.0,164.0,30,1125,2,0,0,361.0,103.0,123.0,2.0,14.0,3.45
42561490,41.89755,-87.65953,4,2.0,99.0,91,1125,30,0,0,57.0,21.0,20.0,0.0,3.0,6.34
42565126,41.85627,-87.66214000000002,5,1.0,75.0,1,1125,26,0,0,24.0,7.0,12.0,0.0,1.0,9.6
42568181,41.89045,-87.63601,4,1.0,136.0,32,1125,29,0,0,340.0,109.0,101.0,4.0,10.0,4.23
42568499,41.88958,-87.633,4,1.0,136.0,32,1125,30,0,0,370.0,104.0,122.0,4.0,11.0,2.42
42568650,41.89015,-87.62249,6,2.0,221.0,32,1125,30,0,0,299.0,90.0,113.0,5.0,9.0,9.4
42568942,41.88688,-87.61820999999998,3,1.0,117.0,32,1125,30,0,0,199.0,58.0,90.0,3.0,8.0,12.23
42573566,41.75411,-87.55084000000002,16,2.0,400.0,2,1125,24,1,1,2.0,0.0,0.0,0.0,,
42577587,41.9193,-87.6439,2,1.0,158.0,1,1125,27,1,1,99.0,39.0,30.0,2.0,4.0,12.78
42586969,41.89155,-87.62763000000002,2,1.5,180.0,1,1125,30,0,0,336.0,109.0,127.0,5.0,9.0,0.54
42598993,41.8958,-87.66456,8,2.0,199.0,1,1125,0,0,0,75.0,27.0,19.0,0.0,2.0,9.87
42601981,41.88338,-87.6519,2,1.0,122.0,30,1125,7,0,0,185.0,41.0,36.0,0.0,5.0,4.08
42608790,41.89879000000001,-87.67255,4,1.0,101.0,1,15,0,2,2,106.0,33.0,29.0,0.0,1.0,11.1
42609434,41.85413,-87.66529,2,1.5,89.0,2,1125,0,0,0,24.0,6.0,11.0,0.0,2.0,8.64
42609804,41.76572,-87.63923,4,1.0,55.0,1,29,30,0,0,0.0,0.0,0.0,0.0,0.0,18.46
42610324,41.76616,-87.63713,6,2.0,95.0,1,29,30,0,0,0.0,0.0,0.0,0.0,1.0,15.28
42610388,41.87163,-87.65612,2,1.5,69.0,1,40,2,0,0,51.0,12.0,14.0,1.0,2.0,8.83
42610558,41.72799000000001,-87.57688,1,4.0,12.0,1,1125,0,0,0,2.0,1.0,0.0,0.0,,
42611298,41.99766,-87.76705,16,3.5,300.0,3,1125,22,2,2,5.0,1.0,2.0,0.0,0.0,47.09
42625077,41.93759,-87.71726,10,2.0,299.0,7,30,5,0,0,40.0,27.0,6.0,0.0,2.0,6.93
42628340,41.91498,-87.63949000000002,10,2.0,390.0,2,29,29,0,0,86.0,37.0,18.0,0.0,2.0,6.76
42635392,41.79726,-87.58575,2,2.0,140.0,6,60,27,0,0,37.0,6.0,7.0,2.0,0.0,41.46
42638201,41.81069,-87.6022,4,1.0,77.0,1,1125,28,1,1,1.0,1.0,3.0,0.0,0.0,24.26
42639227,41.93968,-87.65428,10,1.0,200.0,2,1125,29,0,0,137.0,84.0,38.0,0.0,5.0,0.93
42639593,41.85085,-87.67922,2,1.0,30.0,1,3,28,2,2,13.0,3.0,5.0,0.0,3.0,7.4
