id,host_listings_count,latitude,longitude,accommodates,bathrooms,price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,maximum_minimum_nights,minimum_maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,cta,time_to_cta_minutes
6975132,12,41.9641,-87.73456,5,1.0,125.0,500.0,100.0,25.0,2,90,2,90,23,168,43,5,1.0,15.04
6975423,12,41.96382,-87.73494000000002,2,1.5,59.0,500.0,100.0,25.0,3,100,3,100,30,270,14,3,1.0,13.81
6990105,2,41.90214,-87.66535999999998,2,1.0,85.0,0.0,0.0,0.0,1,30,1,30,28,85,390,152,3.0,2.81
6991262,1,41.90872,-87.70736,2,1.0,47.0,0.0,0.0,10.0,2,1125,2,1125,0,111,199,36,0.0,60.22
6993421,1,41.90325,-87.63313000000002,4,1.0,124.0,250.0,100.0,0.0,30,365,30,365,8,76,109,1,3.0,2.4
6994290,1,41.91762,-87.69539,4,1.0,90.0,200.0,75.0,0.0,2,1125,2,1125,10,305,77,5,2.0,9.54
7002438,1,41.89165,-87.67658,6,2.0,350.0,0.0,30.0,30.0,2,4,2,4,0,0,3,0,1.0,18.33
7004149,10,41.93481,-87.72972,1,1.5,33.0,300.0,75.0,30.0,4,365,4,365,7,342,5,1,0.0,25.04
7022763,3,41.8565,-87.64978,1,1.0,80.0,200.0,50.0,0.0,30,365,30,365,8,343,13,1,0.0,43.56
7025225,3,41.89859000000001,-87.69006,2,1.0,52.0,0.0,19.0,10.0,1,7,2,1125,30,90,185,48,0.0,87.66
7044056,1,41.894909999999996,-87.66811,2,1.0,110.0,300.0,30.0,20.0,3,1125,3,1125,0,0,28,9,1.0,15.09
7065055,1,41.87709,-87.6472,2,1.0,99.0,0.0,60.0,50.0,2,5,2,5,0,0,29,4,3.0,4.59
7067466,1,41.94869,-87.6771,5,1.0,98.0,500.0,25.0,10.0,2,1125,2,1125,28,359,53,12,3.0,4.08
7070958,1,41.890390000000004,-87.68406999999998,4,1.5,210.0,250.0,90.0,10.0,2,15,2,15,0,0,3,0,0.0,71.29
7071593,2,41.93985,-87.71659,4,2.0,85.0,250.0,75.0,100.0,2,1125,2,1125,30,300,27,10,2.0,4.86
7074653,2,41.96024,-87.71007,2,1.0,75.0,0.0,15.0,10.0,1,10,1,10,0,0,56,10,3.0,9.44
7075936,1,41.93846,-87.788,3,1.0,74.0,0.0,40.0,25.0,1,365,1,365,30,270,58,9,0.0,78.02
7084894,1,41.935140000000004,-87.64955,2,1.0,60.0,100.0,25.0,0.0,1,1125,1,1125,27,340,304,57,3.0,5.44
7092080,12,41.97195,-87.66733,2,1.0,159.0,0.0,0.0,0.0,3,1125,3,1125,29,311,32,1,5.0,10.41
7094014,1,41.99635,-87.65681,1,1.0,37.0,0.0,0.0,0.0,1,1125,1,1125,7,7,99,14,3.0,5.67
7097488,1,41.89294,-87.65865,12,2.0,215.0,675.0,90.0,40.0,1,1125,1,1125,29,346,141,22,4.0,7.53
7114656,0,41.89933,-87.68951,2,1.0,65.0,200.0,10.0,35.0,2,1125,2,1125,0,82,3,2,0.0,88.27
7116810,1,41.78962,-87.71776,4,1.0,75.0,0.0,75.0,0.0,7,1125,7,1125,28,363,26,3,,
7127223,3,41.94319,-87.79545999999998,2,3.0,65.0,0.0,60.0,15.0,3,120,3,120,0,109,11,2,0.0,70.74
7132740,1,41.87378,-87.66026,2,2.0,100.0,0.0,0.0,0.0,2,1125,2,1125,19,342,54,8,3.0,6.17
7174786,16,41.9402,-87.75601,2,1.0,50.0,350.0,40.0,10.0,31,120,31,120,30,365,14,0,0.0,45.84
7176158,1,41.92377000000001,-87.69733000000002,7,1.0,93.0,500.0,69.0,15.0,2,600,2,600,30,340,110,35,3.0,2.17
7182203,1,41.95724000000001,-87.68769,5,1.0,79.0,100.0,69.0,20.0,2,60,2,60,3,53,130,27,2.0,15.2
7198481,1,41.93848,-87.65100000000002,8,4.0,325.0,750.0,160.0,0.0,2,365,3,1125,25,324,36,16,3.0,4.53
7204355,1,41.91472,-87.69041,4,2.0,199.0,1000.0,80.0,0.0,4,28,4,28,0,0,4,3,2.0,5.64
7221759,4,41.91081,-87.67031999999998,4,1.0,129.0,0.0,70.0,0.0,2,1125,3,1125,29,352,144,17,2.0,9.02
7239181,2,41.90392,-87.68863,2,1.0,46.0,0.0,0.0,0.0,3,60,3,60,30,90,74,49,1.0,19.12
7241887,1,41.83092,-87.60762,4,1.0,120.0,250.0,50.0,20.0,2,1125,2,1125,30,270,52,0,0.0,85.38
7244885,1,42.016420000000004,-87.70449,8,2.5,219.0,0.0,75.0,25.0,3,120,3,120,28,175,13,2,0.0,40.66
7264941,81,41.88581,-87.61655999999998,3,1.0,150.0,0.0,100.0,0.0,31,1124,31,1124,30,334,11,3,7.0,13.49
7282353,1,41.79557,-87.73283,2,1.0,75.0,0.0,0.0,0.0,1,15,1,15,28,178,51,6,2.0,13.91
7291481,1,41.89302,-87.66988,4,1.0,90.0,300.0,100.0,20.0,2,1125,2,1125,24,214,153,30,1.0,13.21
7304165,1,41.840559999999996,-87.64173000000002,3,1.0,115.0,265.0,85.0,25.0,2,1125,2,1125,0,42,77,9,2.0,15.48
7309782,2,41.98526,-87.71752,2,1.0,39.0,0.0,10.0,15.0,1,1125,1,1125,0,0,9,0,0.0,56.91
7319042,1,42.0022,-87.67305,2,1.0,45.0,0.0,15.0,10.0,1,200,1,200,30,357,84,16,2.0,12.58
7347908,1,41.89968,-87.6818,4,1.0,58.0,250.0,49.0,20.0,3,1124,3,1125,0,27,250,46,0.0,81.16
7370245,2,41.94664,-87.70783,4,1.0,50.0,0.0,70.0,0.0,32,360,32,1125,0,326,86,0,2.0,11.85
7384649,12,41.97148,-87.66861,6,2.0,249.0,250.0,0.0,0.0,2,60,2,1125,29,267,30,7,5.0,12.29
7384752,81,41.88581,-87.61641,3,1.0,140.0,0.0,80.0,0.0,60,1124,60,1124,30,365,5,1,7.0,13.49
7389646,3,41.95675,-87.66715,2,1.0,95.0,0.0,55.0,20.0,2,1125,2,1125,29,84,113,25,4.0,11.24
7408812,2,41.9228,-87.71074,2,1.0,79.0,0.0,30.0,0.0,2,60,2,60,29,130,82,18,1.0,12.13
7414801,1,41.856359999999995,-87.67891,2,1.0,50.0,0.0,10.0,15.0,1,18,1,18,30,353,95,20,3.0,4.47
7416788,4,41.89038,-87.68219,4,2.5,400.0,0.0,50.0,150.0,1,1125,1,1125,0,297,3,0,0.0,69.43
7421326,1,41.93007,-87.69892,6,1.0,200.0,200.0,80.0,5.0,2,25,2,25,29,358,72,20,2.0,11.7
7460185,1,41.9311,-87.64777,2,1.0,67.0,200.0,50.0,30.0,2,1125,2,1125,7,37,191,25,4.0,8.67
7460396,1,41.918209999999995,-87.69484,5,1.0,115.0,0.0,50.0,10.0,2,1125,2,1125,22,292,209,2,2.0,7.23
7482058,2,41.9045,-87.66256,8,1.5,153.0,600.0,99.0,50.0,2,14,2,14,0,292,256,53,2.0,6.0
7483739,1,41.99414,-87.65946,4,2.0,90.0,200.0,60.0,10.0,1,1125,1,1125,0,0,5,0,3.0,0.52
7497203,9,41.89747,-87.67544000000002,4,1.0,109.0,0.0,59.0,50.0,2,30,2,30,0,0,360,56,1.0,15.79
7507189,1,41.98349,-87.80845,3,1.0,60.0,0.0,15.0,35.0,1,7,1,7,30,365,143,32,1.0,4.72
7511458,3,41.84998,-87.67623,1,1.5,23.0,500.0,50.0,10.0,2,1125,2,1125,30,180,73,1,3.0,9.45
7513667,1,41.97457,-87.67589,2,1.0,60.0,0.0,20.0,10.0,2,1125,2,1125,28,283,90,14,1.0,14.36
7542698,1,41.85398,-87.6702,6,1.0,105.0,95.0,30.0,0.0,2,1125,2,1125,11,144,160,23,2.0,7.02
7557114,2,41.95016,-87.68255,4,1.0,85.0,500.0,80.0,25.0,2,18,2,1125,0,0,47,18,3.0,11.11
7562307,16,41.94025,-87.75690999999998,2,1.0,35.0,350.0,30.0,15.0,31,180,31,180,30,347,26,1,0.0,46.31
7564825,1,41.92654,-87.72505,6,1.0,122.0,150.0,75.0,10.0,2,29,3,29,17,150,100,17,0.0,33.15
7572706,1,41.944179999999996,-87.66084000000002,6,2.0,250.0,0.0,150.0,50.0,2,30,2,30,27,324,66,17,5.0,4.17
7582520,1,41.95936,-87.69084000000002,2,1.0,100.0,0.0,0.0,0.0,1,1125,1,1125,29,342,285,53,4.0,12.49
7583731,7,41.88065,-87.65365,1,2.0,195.0,500.0,150.0,25.0,5,1125,5,1125,0,0,27,0,4.0,8.88
7583774,2,41.92757,-87.66396999999998,2,1.0,49.0,0.0,0.0,20.0,2,1125,2,1125,0,284,19,3,3.0,14.02
7584277,1,41.92759,-87.70076,2,1.0,60.0,0.0,20.0,0.0,1,90,1,1125,30,84,83,22,2.0,8.93
7596630,2,41.91536,-87.69161,2,1.0,105.0,0.0,40.0,0.0,1,1125,1,1125,30,357,67,15,2.0,6.22
7600001,11,41.95129,-87.6713,14,2.0,206.0,0.0,125.0,35.0,2,1125,2,1125,22,216,150,31,4.0,7.48
7602989,9,41.94019,-87.65235,4,1.0,109.0,0.0,59.0,100.0,1,1125,2,1125,0,0,365,72,5.0,1.38
7604699,1,41.94433,-87.65768,3,1.0,150.0,0.0,10.0,20.0,1,5,1,5,0,0,25,4,4.0,7.1
7613172,12,41.97075,-87.66812,5,2.0,299.0,250.0,0.0,0.0,30,1125,30,1125,30,131,3,0,5.0,12.37
7623005,1,41.93349,-87.72267,2,1.0,55.0,0.0,0.0,0.0,3,10,3,10,0,0,108,0,1.0,15.31
7630479,12,41.97065,-87.66821,3,1.0,119.0,250.0,0.0,0.0,30,1125,30,1125,30,131,3,0,6.0,13.4
7637618,1,41.98997,-87.66795,3,1.0,100.0,0.0,0.0,20.0,3,29,3,1125,29,75,112,15,3.0,9.22
7646381,16,41.93905,-87.7566,3,1.0,35.0,350.0,45.0,15.0,31,120,31,120,30,347,20,0,0.0,47.93
7660767,1,41.951229999999995,-87.65573,2,1.0,130.0,0.0,20.0,0.0,1,27,3,1125,0,213,137,44,3.0,6.63
7661725,2,41.99104000000001,-87.66274,2,1.0,55.0,0.0,20.0,20.0,2,1125,2,1125,30,365,68,13,3.0,5.25
7678127,4,41.94876,-87.65879,10,1.0,169.0,500.0,89.0,50.0,1,60,2,1125,27,176,260,75,5.0,6.89
7679926,1,42.01728,-87.66292,4,2.5,200.0,0.0,70.0,0.0,1,1125,1,1125,30,365,8,0,2.0,7.16
7692835,1,41.99322,-87.67205,2,1.0,56.0,0.0,45.0,0.0,2,21,2,21,0,1,299,62,1.0,21.69
7713352,1,41.90676,-87.6888,2,1.0,70.0,0.0,0.0,10.0,3,1125,3,1125,29,179,52,6,1.0,15.33
7718819,10,41.93351,-87.72819,1,1.0,38.0,300.0,75.0,25.0,4,365,4,365,7,342,7,1,0.0,25.36
7725012,2,41.89866,-87.66592,2,1.0,100.0,0.0,0.0,0.0,2,1125,2,1125,29,364,27,0,2.0,8.74
7728429,0,41.92317,-87.69919,2,1.0,175.0,0.0,15.0,25.0,2,1125,2,1125,28,363,21,1,2.0,3.29
7729906,12,41.97183,-87.66786,6,2.0,359.0,250.0,0.0,0.0,30,1125,30,1125,29,252,6,0,5.0,10.95
7730115,1,41.96277,-87.78414000000002,3,1.0,45.0,0.0,30.0,15.0,1,1125,1,1125,23,337,183,25,0.0,65.62
7735577,10,41.93496,-87.72842,1,1.0,30.0,300.0,75.0,0.0,3,365,3,365,0,112,10,1,,
7747636,1,41.94197,-87.68684,2,1.0,59.0,0.0,30.0,0.0,2,1125,2,1125,28,94,101,24,,
7760721,2,41.90941,-87.67286999999996,6,4.0,499.0,500.0,200.0,50.0,3,30,3,30,0,133,8,1,2.0,5.69
7772110,5,41.88664,-87.6509,10,2.5,555.0,495.0,125.0,45.0,2,364,2,1125,1,247,158,27,3.0,2.11
7783924,2,41.8478,-87.63383,3,1.0,85.0,0.0,25.0,20.0,2,29,2,1125,30,232,202,33,2.0,10.91
7787194,1,41.91995,-87.64945999999998,3,1.0,65.0,0.0,45.0,25.0,2,1125,2,1125,0,0,49,0,2.0,5.97
7800946,1,41.95061,-87.64618,2,1.0,105.0,150.0,30.0,0.0,1,1125,1,1125,30,365,55,15,2.0,13.16
7802208,2,41.97096,-87.65693,4,1.0,188.0,500.0,35.0,50.0,1,7,2,7,21,179,94,17,4.0,4.02
7803642,0,41.94076,-87.7041,2,1.0,65.0,0.0,20.0,0.0,2,1125,3,1125,30,176,109,11,1.0,10.61
7807038,1,41.946690000000004,-87.73415,2,1.0,20.0,0.0,35.0,15.0,2,91,2,1125,0,57,70,12,1.0,14.33
7810018,9,41.94043,-87.65235,6,1.0,140.0,0.0,59.0,75.0,1,1125,1,1125,22,244,387,66,5.0,1.55
7810030,9,41.8978,-87.68158000000004,6,1.0,99.0,0.0,59.0,50.0,1,1125,1,1125,29,278,315,64,0.0,78.14
7825273,0,41.95905,-87.72953000000004,2,1.0,56.0,0.0,10.0,0.0,1,1125,2,1125,0,50,80,17,1.0,9.52
7825308,0,41.95966,-87.73108,1,1.0,40.0,0.0,10.0,0.0,1,1125,1,1125,24,351,60,21,1.0,9.99
7837690,1,41.90956,-87.67344,2,1.0,90.0,0.0,0.0,0.0,2,14,2,14,0,97,110,19,2.0,5.26
7854234,1,42.00796,-87.66846,1,1.0,40.0,250.0,10.0,20.0,2,30,2,30,30,221,30,6,3.0,5.06
7874576,6,41.88542,-87.77474000000002,3,3.0,36.0,0.0,15.0,10.0,1,1125,1,1125,28,333,88,18,3.0,2.85
7875516,1,41.97157,-87.77577,1,1.0,32.0,400.0,45.0,5.0,14,120,14,120,29,364,13,3,0.0,86.26
7896539,1,41.7426,-87.69383,5,1.0,69.0,0.0,0.0,25.0,2,1125,2,1125,5,331,118,28,0.0,77.45
7906341,3,42.0069,-87.66951,2,1.0,55.0,100.0,75.0,59.0,3,65,3,65,30,365,7,0,3.0,7.07
7919400,3,41.94487,-87.65056,2,1.0,55.0,400.0,35.0,25.0,1,1125,1,1125,30,123,114,13,3.0,7.72
7933932,1,41.84663,-87.68306,3,1.0,100.0,100.0,65.0,25.0,2,7,2,7,29,349,95,17,3.0,14.38
7937969,1,41.95045,-87.65558,2,1.5,214.0,0.0,60.0,0.0,1,2,1,2,0,0,3,1,3.0,5.59
7946592,1,41.92088,-87.71906,1,1.0,39.0,0.0,40.0,0.0,1,1125,1,1125,29,364,58,17,1.0,23.5
7947804,1,41.89685,-87.65839,8,3.0,279.0,999.0,120.0,20.0,2,1124,3,1124,30,153,175,24,3.0,3.59
7954586,2,41.90692,-87.68916999999998,3,2.0,100.0,250.0,50.0,15.0,2,1125,2,1125,30,90,65,36,1.0,15.15
7975015,1,41.97382,-87.66396,2,1.0,150.0,300.0,40.0,10.0,2,28,2,1125,0,0,51,7,3.0,5.83
7989457,2,41.90359,-87.69643,2,1.0,63.0,0.0,15.0,0.0,1,1125,1,1125,30,180,98,30,0.0,75.68
8007531,1,41.899770000000004,-87.66894,2,1.0,115.0,0.0,40.0,20.0,2,1125,2,1125,29,353,33,9,1.0,6.68
