id,latitude,longitude,accommodates,bathrooms,price,minimum_nights,maximum_nights,availability_30,number_of_reviews,number_of_reviews_ltm
30175946,41.89152,-87.62638000000004,1,1.0,150.0,4,360,0,24,24
30186879,41.94098,-87.72999,1,1.0,20.0,31,1125,30,19,13
30188669,41.88968,-87.67546999999998,1,1.0,30.0,1,1125,7,61,36
30204360,41.95428,-87.77009,5,1.0,75.0,1,1125,20,93,72
30205461,41.92482,-87.66438000000002,4,1.0,59.0,4,1125,30,63,48
30224104,41.90625,-87.68902,2,2.0,75.0,2,1125,0,39,26
30263091,41.98598,-87.77747,2,1.0,35.0,1,3,28,71,62
30284277,41.9207,-87.64236,6,1.0,145.0,1,28,22,48,42
30295107,41.83438,-87.64726,4,1.0,65.0,2,15,22,46,45
30296863,41.85667,-87.68484000000002,7,1.0,120.0,1,1125,30,51,46
30300401,41.83474,-87.66507,8,1.5,98.0,1,28,30,53,40
30303220,41.84046,-87.65957,4,1.0,66.0,4,1125,0,2,0
30313368,41.88871,-87.63161,6,1.0,245.0,2,1125,30,82,60
30313484,41.95015,-87.65635,7,1.0,200.0,1,1125,24,71,55
30315174,41.93595,-87.64457,3,1.0,200.0,1,150,17,80,61
30318566,41.83633,-87.65063,8,2.0,96.0,1,1125,0,6,6
30318628,41.83531,-87.65083,2,1.0,38.0,1,1125,0,25,22
30325154,41.72872,-87.65831,4,1.0,21.0,1,7,29,34,22
30336505,41.83232,-87.61036999999996,2,1.0,35.0,1,1125,0,0,0
30342585,41.90327,-87.64575,2,1.0,100.0,7,1125,0,0,0
30346558,41.95624,-87.66624,2,1.0,50.0,1,1125,29,17,17
30348266,41.87315,-87.63016999999998,4,2.0,328.0,1,28,28,39,31
30350238,41.92409,-87.6883,4,1.0,85.0,2,1125,30,27,25
30365762,41.96628,-87.68731,8,2.0,150.0,3,1125,16,35,23
30367913,41.94409,-87.6502,2,1.0,38.0,1,1125,0,1,0
30373503,41.94252,-87.64904,2,1.0,38.0,1,1125,0,1,0
30377360,41.88128,-87.68158000000004,3,1.5,29.0,7,7,4,115,86
30396840,41.8989,-87.62796999999998,2,1.0,138.0,30,1125,0,0,0
30399768,41.97338,-87.66471,6,2.0,125.0,2,1125,0,64,54
30400957,41.9744,-87.68703000000002,6,1.0,150.0,2,1125,0,42,39
30404573,41.90292,-87.76612,4,1.0,48.0,1,1125,22,36,34
30417552,41.84952,-87.68379,2,2.0,35.0,1,1125,30,86,61
30426289,41.8934,-87.61748,3,1.0,399.0,1,365,30,98,66
30426687,41.88496,-87.64501,3,1.0,399.0,1,365,0,69,58
30428184,41.97494,-87.6776,3,1.0,145.0,3,11,0,0,0
30428819,41.86124,-87.62711999999998,6,1.0,127.0,3,10,0,0,0
30430843,41.93386,-87.64361,6,3.0,195.0,30,365,30,0,0
30439638,41.76434,-87.57168,4,1.0,20.0,1,35,0,4,4
30441134,41.94387,-87.6468,5,1.0,200.0,1,30,26,85,60
30444910,41.89484,-87.6815,5,2.0,140.0,2,7,4,19,10
30445299,41.8918,-87.61694,3,1.0,399.0,1,365,30,109,75
30445418,41.89392,-87.61686,3,1.0,399.0,1,365,30,103,70
30446218,41.88532,-87.64471999999998,4,1.0,399.0,1,365,0,81,57
30447032,41.88524,-87.64364,4,1.0,399.0,1,365,0,59,40
30447991,41.88483,-87.64459000000002,4,1.0,399.0,1,365,0,64,46
30449167,41.88688,-87.64421,4,1.0,399.0,1,365,0,67,49
30468575,41.83799000000001,-87.65701999999996,4,1.0,99.0,3,1125,30,13,12
30469447,41.89574,-87.62839,6,1.0,129.0,1,365,29,63,49
30476352,42.01082,-87.6692,2,1.0,100.0,3,1125,0,1,0
30477805,41.92138,-87.72224,6,1.0,60.0,2,1125,19,66,45
30480255,41.9653,-87.68214,4,1.0,86.0,1,5,5,15,15
30484740,41.88201,-87.67959,3,1.5,29.0,7,7,5,122,92
30484983,41.88264,-87.68064,3,1.5,29.0,7,7,0,135,100
30485065,41.88187,-87.68094,5,1.0,40.0,7,7,0,113,79
30492373,41.94855,-87.65553,9,1.0,750.0,5,1125,26,52,34
30499077,41.85735,-87.66727,3,1.0,43.0,2,14,0,65,48
30502506,41.86652,-87.62257,2,1.0,200.0,1,30,0,2,0
30502809,41.87813,-87.64544000000002,1,1.0,80.0,7,30,0,0,0
30504328,41.84952,-87.68379,2,2.0,35.0,1,1125,30,67,58
30504773,41.99474,-87.69731,4,2.0,65.0,2,90,23,33,22
30506211,41.84952,-87.68379,2,2.0,35.0,1,1125,23,82,59
30506424,41.84952,-87.68379,2,2.0,28.0,1,1125,25,68,46
30530448,41.91618,-87.63608,3,1.0,75.0,2,1125,0,50,38
30530976,41.90736,-87.69325,6,1.0,200.0,1,1125,0,6,3
30535124,41.90009000000001,-87.67123000000002,6,2.0,74.0,3,30,5,68,51
30536360,41.91516,-87.68998,8,1.0,135.0,1,90,23,81,60
30537269,41.95012,-87.71294,6,1.0,125.0,3,180,30,29,25
30539151,41.87743,-87.66509,4,1.0,86.0,3,1125,4,75,52
30553860,41.9506,-87.65876999999998,8,2.0,250.0,3,1125,28,1,1
30556142,41.83476,-87.64995,2,1.0,35.0,1,1125,22,44,35
30556593,41.83448,-87.64985,2,1.0,30.0,1,1125,0,59,38
30559702,41.81083,-87.61022,9,2.5,65.0,1,360,29,8,3
30559918,41.81068,-87.61222,10,3.5,176.0,2,1125,30,27,25
30569260,41.92767,-87.63388,3,1.0,250.0,2,1125,22,0,0
30581020,41.82498,-87.66748,6,1.0,125.0,2,4,30,5,5
30581165,41.93177,-87.65841999999998,10,2.0,199.0,1,1125,23,22,18
30584824,41.8392,-87.65701,5,1.0,69.0,1,1125,30,68,52
30592876,41.88989,-87.62185,5,2.0,158.0,15,1125,30,2,2
30593764,41.89271,-87.67213000000002,4,1.0,60.0,4,90,18,6,4
30594135,41.71408,-87.66319,2,1.0,59.0,2,45,29,33,26
30669952,41.9353,-87.65777,8,3.0,275.0,1,21,25,50,41
30674961,41.96061,-87.67111,4,1.0,54.0,1,1125,4,68,40
30685450,41.91003,-87.67014,6,1.0,199.0,1,28,0,30,20
30687839,41.85605,-87.65295,4,1.0,110.0,2,1125,22,85,72
30693296,41.94101,-87.64254,3,1.0,55.0,1,3,22,48,32
30693617,41.94279,-87.76406,6,1.0,74.0,2,21,29,43,32
30718918,41.89496,-87.65522,3,1.0,263.0,1,29,30,2,1
30718928,41.89588,-87.6563,3,1.0,263.0,1,29,22,3,2
30719093,41.89496,-87.6551,1,1.0,198.0,1,29,30,1,1
30735784,41.98826,-87.65543000000002,4,1.0,125.0,2,44,13,40,28
30743464,41.90339,-87.67011,2,1.0,106.0,30,1125,0,0,0
30743528,41.89513,-87.63387,4,2.0,111.0,30,1125,30,0,0
30743551,41.89513,-87.63387,2,1.0,77.0,30,1125,30,0,0
30746416,41.9116,-87.66953000000002,2,1.0,74.0,1,30,0,59,54
30751848,41.9617,-87.75541,2,1.0,80.0,1,30,29,30,24
30755675,41.90997,-87.6694,2,1.0,74.0,1,60,0,62,56
30755892,41.91069,-87.67018,2,1.0,74.0,1,30,0,70,59
30762545,41.96527,-87.66756,1,1.0,35.0,2,3,0,0,0
30762641,41.89184,-87.64631,4,1.0,150.0,2,300,30,46,34
30770171,41.89035,-87.62144,4,1.0,125.0,20,1125,30,4,2
30771810,41.94042,-87.67976,6,1.0,125.0,1,1125,30,92,69
30774781,41.94455,-87.67978000000002,4,1.0,175.0,1,180,30,3,1
30793628,41.77196,-87.58752,5,1.0,101.0,1,1125,30,42,34
30815437,41.90226,-87.67220999999998,2,1.0,169.0,1,1125,27,1,1
30816729,41.90253,-87.6721,2,1.0,169.0,1,1125,28,2,1
30817507,41.90243,-87.67133000000004,2,1.0,139.0,1,1125,29,0,0
30817817,41.90241,-87.67246999999998,2,1.0,139.0,1,1125,30,0,0
30817981,41.90221,-87.67206,2,1.0,129.0,1,1125,29,3,2
30818719,41.90205,-87.67056,2,1.0,129.0,1,1125,28,1,1
30818831,41.90249,-87.67086,2,1.0,169.0,1,1125,30,3,3
30819025,41.90196,-87.67118,2,1.0,169.0,1,1125,30,2,1
30820481,41.95197,-87.65862,16,5.0,500.0,2,1125,28,11,10
30826680,41.84533,-87.70855,4,1.0,185.0,1,1125,22,0,0
30843280,41.9562,-87.74653,7,1.0,75.0,1,30,30,80,68
30851743,41.9759,-87.66133,2,1.0,139.0,1,7,0,49,32
30854646,41.93046,-87.64291,6,2.0,150.0,32,1125,0,0,0
30883510,41.96449000000001,-87.66896,3,1.0,47.0,3,9,24,41,37
30890226,41.96505,-87.74209,6,2.0,250.0,3,1125,30,7,7
30894435,41.7897,-87.63295,2,1.0,20.0,5,120,26,13,11
30903384,41.97561,-87.76647,4,1.0,89.0,3,1125,2,34,23
30909493,41.88653,-87.63131,4,1.0,159.0,2,90,29,41,34
30913154,41.97613,-87.66703000000004,1,1.0,55.0,30,60,30,2,2
30928695,41.94878,-87.64745,4,1.0,71.0,2,1125,0,6,1
30930197,41.98239,-87.72989,4,1.0,88.0,2,1125,30,99,64
30952126,41.89621,-87.63168,4,1.0,150.0,2,28,0,59,46
30952583,41.89753,-87.63245,2,1.0,100.0,2,28,0,49,37
30953750,41.89636,-87.63208,2,1.0,189.0,2,28,0,46,34
30958175,41.91,-87.67466,8,2.0,200.0,1,1125,27,33,23
30959359,41.9094,-87.66872,4,1.0,400.0,1,15,0,1,0
30965983,41.92771,-87.64065,3,1.0,259.0,1,1125,23,12,9
30976034,41.88189000000001,-87.68049,2,1.0,60.0,1,1125,26,35,35
30998638,41.91024,-87.67884000000002,6,2.0,250.0,3,1125,28,2,1
31001222,41.89683,-87.6551,6,2.0,69.0,4,1125,30,48,40
31017357,41.8595,-87.65148,4,2.0,62.0,3,1125,8,49,39
31021510,41.92626,-87.6534,6,1.0,85.0,1,365,30,51,37
31021607,41.88569,-87.63593,8,3.5,499.0,1,365,20,72,46
31024912,41.91017,-87.63613000000002,6,1.0,145.0,1,7,0,41,10
31037895,41.95485,-87.66688,12,1.0,128.0,2,1125,30,31,22
31039228,41.83886,-87.66152,14,1.0,88.0,2,1125,30,19,16
31044604,41.96538,-87.67995,2,1.0,100.0,1,3,22,2,1
31052843,41.91648,-87.68573,10,2.5,230.0,2,28,30,45,32
31055263,41.91277,-87.7079,9,2.5,250.0,1,27,0,19,14
31056855,41.95337,-87.69098000000002,2,1.0,70.0,1,1125,0,33,18
31058338,41.73006,-87.57741,1,4.0,12.0,1,95,30,8,6
31086846,41.94443,-87.80471999999996,2,1.0,55.0,1,30,0,79,54
31087521,41.91506,-87.63761,2,1.0,95.0,2,7,0,6,4
31088966,41.99794,-87.6987,8,1.0,90.0,2,1125,24,42,35
31098027,41.9414,-87.66344000000002,4,1.0,82.0,1,1125,0,77,62
31115594,41.94535,-87.72058,3,1.0,45.0,1,1125,0,27,15
31117481,41.90179000000001,-87.67294,4,1.0,95.0,2,15,29,50,41
31122242,41.89243,-87.65061999999998,12,2.5,159.0,5,1125,28,57,43
31143976,41.89618,-87.63188000000002,2,1.0,182.0,2,28,0,39,31
31145289,41.90114000000001,-87.66754,7,2.0,185.0,7,60,1,15,15
31153452,41.86659,-87.71788000000002,8,2.0,200.0,1,1125,30,10,8
31158088,41.98235,-87.72977,2,1.0,60.0,1,3,6,24,13
31173958,41.83629000000001,-87.64477,2,1.0,40.0,1,5,0,2,1
31192071,41.75577,-87.57422,3,1.5,19.0,2,1125,0,13,13
31193085,41.87022,-87.68689,2,1.0,99.0,2,15,29,2,2
31195036,41.88246,-87.76563,1,3.0,60.0,7,1125,11,10,8
31195091,41.91489,-87.63481,3,1.0,200.0,32,1125,0,0,0
31202004,41.91758,-87.71677,2,1.0,69.0,1,14,0,64,47
31209122,41.93548,-87.81642,2,1.0,115.0,1,29,0,10,10
31209981,41.85655,-87.66982,4,1.0,59.0,2,1125,23,37,23
31211340,41.91456,-87.63654,2,1.0,149.0,32,1125,29,2,2
31212218,41.86667,-87.65679,8,1.0,250.0,1,120,0,71,46
31212546,41.91339,-87.63571999999998,2,1.0,149.0,32,1125,29,4,3
31221426,41.97169,-87.71842,6,2.5,110.0,3,14,12,11,9
31225961,41.84722,-87.65448,8,1.0,135.0,1,15,30,27,21
31234459,41.84485,-87.62659000000002,8,2.0,67.0,1,30,29,5,5
31236885,41.91816,-87.68476,6,1.0,103.0,1,90,0,57,47
31237246,41.94285,-87.67012,10,2.0,195.0,2,30,29,0,0
31238826,41.9047,-87.63172,3,1.0,40.0,1,60,0,0,0
31239469,41.81686,-87.61329,2,1.0,75.0,2,30,29,13,12
31240176,41.88615,-87.61729,3,1.0,72.0,2,25,0,1,0
31254335,41.95377,-87.68581,8,2.0,409.0,3,1125,30,31,19
31283275,41.8552,-87.62507,7,2.0,197.0,2,1125,30,60,43
31285390,41.88365,-87.69247,6,2.0,95.0,1,5,27,52,40
31287059,41.88658,-87.6315,4,1.0,80.0,31,1125,21,1,1
31290746,41.94385,-87.6497,2,2.0,85.0,1,1125,30,41,34
31302521,41.88231,-87.68826999999996,4,1.0,90.0,1,180,29,44,44
31313131,41.81406,-87.69929,2,1.0,39.0,2,31,30,81,62
31314837,41.86662000000001,-87.77026,4,1.0,800.0,4,14,29,2,2
31315336,41.93858,-87.68871,9,1.0,198.0,2,1125,30,28,24
31329286,41.88294000000001,-87.7672,2,3.0,60.0,7,1125,0,9,8
31331564,41.89926,-87.69745999999998,4,1.0,55.0,2,1125,27,38,31
31336298,41.83489,-87.64984,7,1.0,110.0,2,29,29,54,50
31336735,41.79224,-87.59363,12,2.5,300.0,4,1125,0,0,0
31338107,41.89681,-87.69322,8,1.0,55.0,4,90,30,20,17
31356183,42.01288,-87.67219,2,1.0,67.0,3,60,30,22,19
31356216,41.91107,-87.72256,2,1.0,50.0,5,1125,0,4,0
31358755,41.88393,-87.76538000000002,1,3.0,50.0,7,1125,30,7,6
31358903,41.84831,-87.63443000000002,10,2.0,189.0,2,1125,28,58,44
31363687,41.77743,-87.59278,14,4.0,194.0,2,365,0,6,6
31364531,41.77753,-87.59335,8,2.0,119.0,2,365,23,37,23
31377545,41.90343,-87.67553000000002,2,1.0,45.0,2,1125,3,25,22
31383462,41.9262,-87.69705,2,1.0,50.0,1,6,9,126,114
31392287,41.90041,-87.71759,4,1.0,69.0,1,1125,28,1,1
31393975,41.93848,-87.6467,6,2.0,179.0,1,27,25,52,39
31402846,41.88302,-87.62905,4,1.0,400.0,3,1125,30,2,2
31408729,41.99111,-87.65924,2,1.5,30.0,20,1125,30,3,3
31418148,41.93768,-87.71465,6,1.0,121.0,2,1125,0,13,13
31440667,41.90839,-87.69121,4,1.0,76.0,13,80,0,2,2
31441091,41.91386,-87.63917,6,1.0,175.0,2,1125,0,12,11
31443519,41.89076,-87.63568000000002,4,1.0,129.0,13,1124,30,3,3
31443658,41.90166,-87.70863,3,1.0,70.0,30,1125,21,16,13
31447337,41.9944,-87.66884,6,1.0,90.0,1,35,29,47,39
31463010,41.88219,-87.63459,2,1.0,105.0,30,1125,0,1,1
31463781,41.95211,-87.65589,6,2.0,400.0,3,1125,0,13,11
31463896,41.8887,-87.64216,2,1.0,117.0,30,1125,5,0,0
31472302,41.92913,-87.70483,2,1.5,119.0,2,365,0,6,6
31481945,41.91974,-87.65801,7,2.0,197.0,2,365,30,26,23
31490058,41.9655,-87.68183,4,1.0,150.0,2,2,0,9,9
31490594,41.80353,-87.6059,6,1.0,100.0,3,1125,30,13,7
31490616,41.78257,-87.59982,6,1.0,80.0,1,365,30,55,43
31512539,41.98351,-87.66715,7,1.0,129.0,2,60,28,33,25
31515060,41.88423,-87.76701,1,3.0,50.0,7,1125,1,7,7
31527453,41.96884,-87.66164,6,1.0,189.0,2,28,30,22,20
31528298,41.95378,-87.74946,1,1.5,30.0,5,1125,3,5,5
31535457,41.92122,-87.67533,6,2.0,200.0,30,1125,18,5,5
31545954,41.88572,-87.63535999999998,8,3.5,499.0,1,365,21,50,31
31565885,41.93879,-87.65358,2,1.0,26.0,1,1125,29,39,39
31566197,41.92713,-87.65517,6,1.0,85.0,1,365,30,51,41
31566231,41.9512,-87.66914,4,1.0,108.0,2,30,0,8,8
31566290,41.94051,-87.65256,2,1.0,26.0,1,1125,24,44,44
31566580,41.94028,-87.65417,2,1.0,25.0,1,1125,24,35,35
31567604,41.85728,-87.64851,2,1.0,15.0,1,600,30,82,66
31596171,41.79669000000001,-87.77649,4,3.0,80.0,2,14,30,22,22
31598201,41.87837,-87.62812,8,2.0,99.0,2,1000,0,28,18
31617545,41.90864000000001,-87.68984,4,1.0,115.0,12,1125,27,4,4
31618117,41.99749,-87.6631,2,1.0,60.0,1,40,0,36,35
31622289,41.93976,-87.70309,8,2.0,125.0,3,14,0,40,34
31622723,41.90821,-87.6275,4,1.0,150.0,4,7,0,11,5
31626407,41.89285,-87.61968,4,1.0,199.0,28,1125,30,0,0
31627249,41.90906,-87.72505,7,1.0,79.0,1,900,0,3,3
31630602,41.86549,-87.65486999999996,2,1.0,89.0,1,1125,29,53,49
31637525,41.83057,-87.62145,2,1.0,34.0,32,1000,0,2,1
31640321,41.95051,-87.66113,6,1.0,87.0,4,1125,30,42,36
31640920,41.82100000000001,-87.70394,6,1.0,89.0,1,1125,30,28,21
31642679,41.94385,-87.6497,2,2.0,85.0,2,1125,22,38,34
31645901,41.97036,-87.65630999999998,2,1.0,350.0,2,28,0,27,26
31645907,41.96928,-87.65588000000002,8,2.0,350.0,2,28,0,24,24
31645919,41.97045,-87.65567,7,2.5,100.0,2,28,0,23,23
31645922,41.9696,-87.65626999999998,4,1.0,350.0,2,28,0,51,46
31645931,41.96928,-87.65588000000002,4,1.0,350.0,2,28,0,30,29
31651421,41.9093,-87.66849,10,1.0,299.0,1,14,0,28,18
31652438,42.01543,-87.68670999999998,10,1.5,111.0,1,30,29,33,24
31653910,41.97226,-87.66441,5,1.0,99.0,1,21,24,133,113
31669125,41.94543,-87.70735,4,1.0,100.0,1,6,30,26,21
31696279,41.92592,-87.72165,4,1.0,65.0,1,1125,0,10,10
31696612,42.01251,-87.68729,8,2.0,80.0,1,1125,29,10,10
31718887,41.92145,-87.80259000000002,2,1.0,49.0,1,28,30,58,44
31718914,41.89889,-87.67031,3,1.0,50.0,2,1125,12,93,81
31729140,41.77477,-87.59391,9,2.0,60.0,2,45,2,6,6
31741615,41.95795,-87.7148,3,1.0,75.0,3,60,29,18,17
31752249,41.95141,-87.65973000000002,8,2.0,199.0,2,90,30,22,17
31759556,41.93696,-87.64961,4,2.0,125.0,3,1125,16,9,8
31762271,41.90501,-87.66874,8,1.0,110.0,1,365,30,78,53
31777552,41.76228,-87.59011,2,1.0,55.0,1,1125,22,19,18
31785815,41.9043,-87.66766,8,1.0,110.0,1,365,30,116,79
31808272,41.90278,-87.63178,10,3.5,287.0,3,1125,0,69,54
31818850,41.92199,-87.68611,7,1.0,105.0,2,7,30,9,9
31822643,41.97663,-87.68104,3,1.0,80.0,2,1125,15,10,8
31823438,41.77388,-87.59408,3,1.0,40.0,1,180,0,22,19
31825539,41.94772,-87.66076,6,1.0,145.0,3,28,30,31,26
31830974,41.94385,-87.6497,8,2.0,248.0,1,1125,27,10,10
31834718,41.92319000000001,-87.72431,3,1.0,129.0,2,1125,29,29,27
31836712,41.87764,-87.67829,6,2.0,89.0,4,1125,30,44,40
31851709,41.94342,-87.64996,2,2.0,38.0,2,1125,27,33,30
31852150,41.98517,-87.66792,5,2.0,175.0,1,60,29,44,34
31852688,41.89678,-87.63171,4,1.0,125.0,2,28,0,30,28
31853844,41.86305,-87.64596,6,2.0,109.0,2,1125,29,50,33
31855994,41.91676,-87.7131,8,3.0,236.0,4,1125,30,38,33
31858256,41.89426,-87.67546,8,2.0,150.0,2,1125,16,19,18
31858302,41.86324000000001,-87.62286999999998,6,2.0,299.0,3,1125,30,34,28
31858511,41.86498,-87.62456,8,2.0,299.0,3,1125,29,42,35
31858854,41.89214000000001,-87.61582,6,2.0,299.0,3,1125,30,28,23
31859099,41.8918,-87.61685,8,2.0,299.0,3,1125,29,51,42
31859510,41.89193,-87.61726999999998,6,2.0,299.0,3,1125,29,31,24
31859547,41.89228,-87.61709,8,3.0,299.0,3,1125,29,50,46
31859589,41.89351,-87.6172,8,3.0,299.0,3,1125,30,33,26
31859640,41.89337,-87.61678,8,3.0,299.0,3,1125,24,27,18
31860794,41.95771,-87.67313,5,1.0,97.0,2,91,23,94,78
31865094,41.96575,-87.70993,2,1.0,50.0,2,60,29,59,45
31874230,41.8025,-87.72646999999998,2,1.0,79.0,2,1125,30,11,10
31875443,41.86474000000001,-87.6458,4,1.0,89.0,1,1125,27,55,45
31877899,41.9065,-87.64223,7,1.0,100.0,1,150,0,46,39
31899224,41.84087,-87.72739,6,1.0,104.0,2,1125,30,20,19
31919586,41.92065,-87.7096,6,3.5,169.0,4,1125,0,10,10
31985965,41.88977,-87.77059,3,1.5,60.0,1,1125,30,69,61
31990014,41.87602,-87.67916,2,1.0,42.0,31,210,30,3,2
32011709,41.96443,-87.69213,8,2.5,119.0,28,365,29,50,42
32015799,41.91124,-87.66842,8,1.0,69.0,1,14,0,134,107
32037862,42.01716,-87.66553,6,2.5,380.0,1,365,12,3,3
32038761,41.94266,-87.64125,4,1.0,120.0,1,3,22,45,40
32040658,41.88906,-87.63074,2,1.0,100.0,1,1125,30,122,110
32044451,41.91359,-87.64954,4,1.0,159.0,2,1125,13,61,49
32046211,41.97509,-87.69546,4,1.0,50.0,1,30,23,128,106
32046743,41.96127,-87.67871,5,1.0,62.0,4,1125,19,53,48
32048272,41.89204,-87.70926,6,1.0,68.0,1,1125,9,48,40
32050697,41.88967,-87.63619,4,1.0,81.0,90,1125,29,0,0
32051074,41.89163,-87.63799999999998,6,1.0,99.0,120,1125,30,0,0
32065323,41.93679,-87.71168,3,1.0,60.0,2,1125,9,35,30
32070502,41.78343,-87.73692,4,1.0,150.0,1,28,30,43,37
32073218,41.88839,-87.63299,3,1.0,240.0,2,60,30,29,24
32082371,41.81376,-87.60096,9,3.0,449.0,2,1125,27,25,20
32084100,41.91344,-87.7001,4,1.0,125.0,1,1125,0,2,0
32087232,41.83322,-87.66736,2,1.0,75.0,1,31,30,47,43
32125479,41.94802,-87.71651999999996,2,1.0,27.0,3,1125,6,23,20
32125795,41.75544,-87.64714000000002,4,0.0,70.0,1,1125,30,22,16
32132618,41.94883,-87.6598,12,3.0,195.0,2,27,26,2,2
32135123,41.88996,-87.62144,6,2.0,170.0,15,1125,30,0,0
32139014,41.97966,-87.65993,6,2.0,240.0,2,1125,0,24,24
32139835,41.89566,-87.67658,4,1.0,99.0,2,1125,29,12,10
32139905,41.93929,-87.71692,4,1.0,70.0,2,21,30,37,30
32161422,41.88658,-87.6315,2,1.0,70.0,31,1125,30,2,1
32163641,41.91974,-87.65794,5,1.0,139.0,2,365,30,20,17
32166007,41.86346,-87.62456,6,2.0,299.0,3,1125,30,34,28
32166502,41.91692000000001,-87.65308,4,1.0,99.0,2,365,30,24,24
32167591,41.93541,-87.71741,6,1.0,90.0,2,1125,0,7,4
32171132,41.89886,-87.69136,6,1.0,120.0,2,1125,3,71,66
32177642,41.88436,-87.76529000000002,1,3.0,40.0,7,1125,0,6,5
32183730,41.75671,-87.64676,2,1.0,75.0,1,1125,30,5,5
32191763,41.87487,-87.62951,2,1.0,110.0,2,1125,0,5,5
32210477,41.9072,-87.64021,7,1.0,100.0,1,150,0,56,45
32212957,41.91569000000001,-87.69149,10,2.0,114.0,5,1125,29,34,28
32236220,41.94641,-87.65438,2,1.0,650.0,1,365,0,1,0
32236235,41.94517000000001,-87.65451,4,1.0,650.0,1,365,0,1,1
32236587,41.94663,-87.65525,4,1.0,666.0,1,365,1,3,2
32236600,41.94603,-87.65443,4,1.0,666.0,1,365,0,1,1
32236609,41.94594,-87.6546,4,1.0,650.0,1,365,0,0,0
32240275,41.88977,-87.6344,4,1.0,125.0,18,1125,30,2,2
32240836,41.91158,-87.68051,4,1.0,109.0,1,1125,0,7,1
32245343,41.96453,-87.70728000000004,4,1.0,52.0,2,29,0,65,55
32257969,41.78183,-87.65384,1,1.0,60.0,2,8,6,20,20
32257981,41.91674,-87.68970999999998,2,1.0,38.0,1,1125,0,34,28
32269372,41.80303,-87.59103,5,1.0,125.0,2,1125,30,36,31
32269976,41.78653,-87.72225999999998,6,1.0,50.0,1,14,0,35,29
32288005,41.93365,-87.71771,4,1.0,95.0,31,120,4,2,2
32307179,41.87221,-87.63284,8,3.5,449.0,3,1125,30,21,19
32307519,41.87359,-87.63424,8,3.5,449.0,1,1125,30,15,14
32307615,41.87335,-87.63448000000002,8,3.5,449.0,3,1125,30,12,11
32307681,41.87373,-87.63363000000004,8,3.5,449.0,3,1125,30,25,24
32309819,41.87369,-87.63452,6,2.5,449.0,3,1125,28,39,37
32309929,41.87321,-87.63417,6,2.5,399.0,3,1125,30,34,30
32310215,41.89608,-87.63447,6,2.0,349.0,3,1125,30,24,23
32310372,41.89592,-87.63468,6,2.0,349.0,3,1125,30,15,14
32310418,41.8946,-87.63319,6,2.0,349.0,3,1125,30,40,39
32310482,41.89454,-87.6334,6,2.0,349.0,3,1125,30,22,20
32310581,41.89554,-87.63292,6,2.0,349.0,3,1125,20,32,31
32310664,41.87807,-87.6851,8,3.5,500.0,2,1125,30,14,13
32328813,41.94305,-87.67165,2,1.5,99.0,2,14,0,0,0
32330638,41.80675,-87.66402,4,1.0,75.0,1,1125,0,38,32
32334582,41.87326,-87.61894000000002,3,1.0,139.0,3,21,28,5,3
32381296,41.89793,-87.69122,6,1.0,125.0,1,1125,29,118,109
32382515,41.80284,-87.60416,3,2.0,63.0,2,30,7,24,18
32384583,41.8367,-87.65695,4,1.0,75.0,1,1125,0,14,14
32386221,41.90371,-87.66837,8,2.0,150.0,1,365,0,103,87
32386529,41.903,-87.66628,10,1.0,99.0,1,365,8,60,56
32406694,41.9002,-87.63221999999998,2,1.0,117.0,1,1125,23,116,102
32424508,41.97707,-87.67421,2,1.0,75.0,1,1125,0,15,13
32425384,41.89363,-87.65396,10,4.5,785.0,1,367,30,19,16
32428501,41.92067,-87.71228,8,1.0,175.0,2,1125,22,25,22
32439790,41.93935,-87.66516999999996,6,2.0,149.0,1,90,16,41,35
32442800,41.9433,-87.64801,7,1.0,200.0,1,1125,19,58,53
32442843,41.93996,-87.66881,2,1.0,70.0,1,1125,18,51,48
32444234,41.75889,-87.55575,12,3.0,500.0,3,14,27,0,0
32447674,41.9053,-87.63707,4,2.0,137.0,32,37,0,0,0
32448230,41.92914,-87.69882,6,1.0,150.0,1,1125,0,3,1
32458717,41.9325,-87.72395999999998,5,1.0,70.0,1,1125,0,23,12
32459877,41.9161,-87.79375,2,1.0,60.0,1,1125,8,9,7
32463987,41.90806,-87.67574,2,1.0,165.0,3,279,22,3,3
32466911,41.87968,-87.63917,2,1.0,10.0,1,31,30,72,55
32466949,41.9855,-87.67002,5,1.0,145.0,3,1125,21,30,29
32467195,41.87875,-87.63931,2,1.0,10.0,1,31,30,87,73
32467607,41.71026,-87.61456,5,2.0,30.0,1,7,0,12,12
32475382,41.93697,-87.71925,6,1.0,110.0,2,30,21,23,13
32475829,41.93674,-87.65883000000002,8,1.0,103.0,1,180,28,73,71
32476412,41.88422,-87.63403000000002,16,7.0,699.0,1,365,21,20,18
32500635,41.89713,-87.65554,5,2.0,55.0,1,1125,12,53,48
32501089,41.905,-87.62879000000002,2,1.0,150.0,180,365,0,1,0
32501823,41.89564,-87.65432,5,2.0,45.0,1,1125,24,53,41
32502105,41.89718,-87.65479,5,2.0,45.0,1,1125,19,57,52
32502771,41.89706,-87.65564,13,2.0,150.0,1,1125,19,19,15
32518439,41.84862,-87.67865,2,1.0,89.0,3,365,29,28,25
